Title,Photographer,Studio Name,Studio Location,Original Creator,Date-EDTF,Date,Dates,Notes,Subjects,Location Depicted,Object Type,Physical Description,Negative Number,Digital Collection,Collection,Contributor,Repository,Ordering Information,Acquisition,Rights URI,Restrictions,Relation,Resource Identifier,Transmission Data,Type-DCMI,Institution,Photographer's Reference Number,Previous version of Title (6/2023),Previous version of Notes (6/2023),OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Indian Training School, Chemawa near Salem, Oregon, in engraving made 1887",,,,,1854/1961,,1887,"Photograph of engraving of the multi-storied buildings on a large school grounds; a train passes in front of the school, and in foreground, men are removing a stump     Caption on image: Oregon. Indian Training School, Chemawa    Image from West Shore Magazine, v. 13, no. 2, p. 3","Engravings; Salem Indian Training School (Chemawa, Salem, Or.); Indians of North America--Northwest, Pacific--Education",United States--Oregon--Chemawa,photograph; image,,NA4017,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2122,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2122,2122,NA4017.jpg,/loc/image/NA4017.jpg
"Indian Training School girls activities,at Chemawa near Salem, Oregon, in engraving made 1887",,,,,1854/1961,,1887,"Photograph of engraving of girls learning various vocational activities     Caption on image: W.H.B. Oregon. Indian Training School, Chemawa. Laundry, Tailoring, Sewing Room, Pastry Cook    Image from West Shore Magazine, v. 13, no. 1, p. 13","Engravings; Salem Indian Training School (Chemawa, Salem, Or.); Indians of North America--Northwest, Pacific--Education",United States--Oregon--Chemawa,photograph; image,,NA4018,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2123,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2123,2123,NA4018.jpg,/loc/image/NA4018.jpg
"Indian Training School boys activities,at Chemawa near Salem, Oregon, in engraving made 1887",,,,,1854/1961,,1887,"Photograph of engraving of boys learning various vocational activities     Caption on image: W.H.B. Oregon. Indian Training School, Chemawa. Blacksmith, Wagon making; shoe making.    Image from West Shore Magazine, v. 13, no. 1, p. 33","Engravings; Salem Indian Training School (Chemawa, Salem, Or.); Indians of North America--Northwest, Pacific--Education",United States--Oregon--Chemawa,photograph; image,,NA4019,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2124,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2124,2124,NA4019.jpg,/loc/image/NA4019.jpg
"Salish village near Fort Owen, Montana, in engraving made 1853",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1853,"Photograph of engraving of small village of wooden buildings, various people moving about camp, including some on horseback     Caption on image: Fort Owen -- Flathead Village    Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 12, pt.1, pl.30",Engravings; Salish Indians--Structures; Villages--Montana; Fort Owen (Mont.),United States--Montana--Fort Owen,photograph; image,,NA4161,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2125,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2125,2125,NA4161.jpg,/loc/image/NA4161.jpg
"Salish encampment, Hell Gate Canyon area, Montana, in engraving made 1853",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1853,"Photograph of engraving of small encampment of tepees and tents, with grazing cattle    Caption on image: Victor's Camp -- Hell Gate Ronde    Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 12, pt.1, pl.31",Engravings; Salish Indians--Structures; Indian encampments--Montana; Tipis--Montana; Hell Gate Canyon (Mont.),United States--Montana--Hell Gate Canyon,photograph; image,,NA4162,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2126,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2126,2126,NA4162.jpg,/loc/image/NA4162.jpg
"Tlingit man painting totem pole, Saxman, Alaska, 1938.","Schallerer, Otto C.",,,,1938,1938,1938,"Note from unidentified source:  Native artist applying paint to totem pole in workshop at Saxman, Alaska.    In Garfield Volume 21, leaf 11",Portraits--Alaska; Tlingit Indians--Arts & crafts; Totem poles--Alaska--Saxman,United States--Alaska--Saxman,photograph; image,,NA3860,American Indians of the Pacific Northwest Images,Viola Garfield Collection no. 130,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2127,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2127,2127,NA3860.jpg,/loc/image/NA3860.jpg
"Tlingit man carving eye onto board, Saxman, Alaska, 1938.","Schallerer, Otto C.",,,,1938,1938,1938,"Note from unidentified source:  Native carver using crooked knife for relief carving on board, Saxman, Alaska.    In Garfield Volume 21, leaf 18",Tlingit Indians--Arts & crafts; Wood carving--Alaska--Saxman,United States--Alaska--Saxman,photograph; image,,NA3861,American Indians of the Pacific Northwest Images,Viola Garfield Collection no. 130,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2128,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2128,2128,NA3861.jpg,/loc/image/NA3861.jpg
"Makahs gather for a potlatch, Neah Bay, Washington, ca. 1923",,,,,1923~,1923~,"1915, 1916, 1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930",Men and women sit in yard beside house    Reference number for image in collection no. 564: Eg-2    Note with image: Modern Indians hold a community potlatch at Neah Bay,Group portraits--Washington (State); Makah Indians--Spiritual life; Makah Indians--Social life; Potlatch; Neah Bay (Wash.),United States--Washington (State)--Neah Bay,photograph; image,,NA766,American Indians of the Pacific Northwest Images,General Indian Collection no. 564,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2129,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2129,2129,NA766.jpg,/loc/image/NA766.jpg
"Haida totem poles and wooden structures behind non-native man with camera, Kasaan, Alaska, ca. 1922.","Thwaites, John E.",,,,1922~,1922~,"1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927","Man prepares camera; totem poles and wooden structures are in the background, ca. 1922.    Note from unidentified source:  Man with camera, possibly Thwaites, in village of Old Kasaan, Alaska.    In Garfield Volume 3, leaf 52a",Totem poles--Alaska--Ketchikan; Haida Indians--Structures; Photographic apparatus & supplies,United States--Alaska--Ketchikan,photograph; image,,NA3865,American Indians of the Pacific Northwest Images,Viola Garfield Collection no. 130,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2130,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2130,2130,NA3865.jpg,/loc/image/NA3865.jpg
"Haida man named John Wallace poses for photo, Hydaburg, Alaska, 1941.","Garfield, Viola Edmundson, 1899-",,,,1941,1941,1941,"Man holding cup and file stands outside in front of log, 1941.    Note from Garfield Volume:  John Wallace, Hydaburg.  Haida Indian sent to San Francisco Fair where he carved slate and wood.  Head carver for CCC restoration project at Hydaburg.  Responsible for changes in many of the poles copied.  Said to be about eighty years of age.  Died 1950.    In Garfield Volume 2, leaf 14","Wallace, John; Portraits--Alaska; Haida Indians--Arts & crafts",United States--Alaska--Hydaburg,photograph; image,,NA4144,American Indians of the Pacific Northwest Images,Viola Garfield Collection no. 130,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2131,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2131,2131,NA4144.jpg,/loc/image/NA4144.jpg
"Nez Perce Chief Timothy sits for portrait, Washington D.C., 1868","Shindler, A. Zeno (Antonio Zeno), 1823-1899",,United States--Washington (D.C.),,1868,1868,1868,"Man sits for portrait in a fringed chair, wearing a suit and moccasins, and holding a circular object on a stick (fan? drum?)    Reference number for image in collection no. 564: Aa-134    Note from Clifford M. Drury's Chief Lawyer of the Nez Perce: Temutasa, Nez Perce; seated, holding a circular object, taken during Nez Perce delegation to Washington, D. C.","Timothy, Nez Perce Chief, 1800-1891; Portraits--Washington (D.C.); Nez Perce Indians--Clothing & dress; Nez Perce Indians--Government relations; Delegations--Washington (D.C.)",United States--Washington (D.C.),photograph; image,,NA780,American Indians of the Pacific Northwest Images,General Indian Collection no. 564,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2132,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2132,2132,NA780.jpg,/loc/image/NA780.jpg
"Makah girl carrying buckets, Neah Bay, Washington, ca. 1903",,,,,1898/1908,ca. 1903,"1895, 1896, 1897, 1898, 1899, 1900, 1901, 1902, 1903, 1904, 1905, 1906, 1907, 1908, 1909, 1910","Young girl (photo cropped into oval) in ruffled dress and high-button shoes poses holding metal buckets, ca. 1895-1910.    Reference number for image in collection no. 564:Aa-144a. Mounted with Aa-144b.    Caption on mount: Makah from Neah Bay. A daughter of an old chieftain family    Photograph appears with NA782 on same mount.",Portraits--Washington (State); Makah Indians--Clothing & dress; Makah Indians--Children; Neah Bay (Wash.),United States--Washington (State)--Neah Bay,photograph; image,,NA781,American Indians of the Pacific Northwest Images,General Indian Collection no. 564,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2133,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2133,2133,NA781.jpg,/loc/image/NA781.jpg
"Makah boy plays the organ in class, Neah Bay, Washington, ca. 1903",,,,,1903~,1903~,"1895, 1896, 1897, 1898, 1899, 1900, 1901, 1902, 1903, 1904, 1905, 1906, 1907, 1908, 1909, 1910","Young man in cap & suit poses at the keyboard, seated in a rolling chair in a classroom, ca. 1895-1910.    Reference number for image in collection no. 564:Aa-144b. Mounted with Aa-144a.    Caption on mount: Makahs from Neah Bay. One of our promising young men    Photograph appears with NA781 on same mount.",Portraits--Washington (State); Makah Indians--Clothing & dress; Makah Indians--Education,United States--Washington (State)--Neah Bay,photograph; image,,NA782,American Indians of the Pacific Northwest Images,General Indian Collection no. 564,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2134,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2134,2134,NA782.jpg,/loc/image/NA782.jpg
"Nez Perce hunting party meets a government surveyor, near the Bitterroot River, Montana, in engraving made 1853",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1853,"Photograph of engraving of men in beaded and decorated clothes (several on horseback) talking with man in suit under trees.    Caption on image: Nez Perces    Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 12, pt.1, pl.33",Engravings; Nez Perce Indians; Bitterroot River (Mont.),United States--Montana--Bitterroot River,photograph; image,,NA4164,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2135,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2135,2135,NA4164.jpg,/loc/image/NA4164.jpg
"St. Ignatius River, in engraving made 1853",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1853,"Photograph of engraving     Caption on image: Coeur D'Alene Mission, St. Ignatius River    Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 12, pt.1, pl.35",Engravings,United States,photograph; image,,NA4165,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2136,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2136,2136,NA4165.jpg,/loc/image/NA4165.jpg
"Okanagans seen in front of Fort Okanogan, Oregon in engraving made 1853",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1853,"Photograph of engraving of men, seated and moving, in front of the low buildings and walls of the fort.    Caption on image: Fort Okinakane [sic]    Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 12, pt.1, pl.37",Engravings; Okanagan Indians ; Fort Okanogan (Wash.),United States--Oregon--Fort Okanogan (Wash.),photograph; image,,NA4166,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2137,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2137,2137,NA4166.jpg,/loc/image/NA4166.jpg
"Spokane dwellings in front of Tshimakain Mission (near Spokane Washington), in engraving made 1853",,,,"Stanley, J. M. (John Mix), 1814-1872",1854/1961,,1853,"Photograph of engraving of men building a lean-to near several reed-matting covered huts, not far from the mission buildings    Caption on image: Chemakane [sic] Mission    Image from U.S. War Dept.'s Reports of explorations and surveys to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean, 1860, v. 12, pt.1, pl.39",Engravings; Spokane Indians--Spiritual life; Spokane Indians--Structures ; Tshimakain Mission (Wash.); Matting,United States--Washington (State)--Tshimakain Mission,photograph; image,,NA4167,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2138,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2138,2138,NA4167.jpg,/loc/image/NA4167.jpg
"Northwest Coast carvings on cliff near Descanso Bay, Gabriola Island, British Columbia, in engraving made 1792",,,,"Cardero, Jose, b. 1767 or 8",1854/1961,,1792,"Photograph of engraving of explorers and indians viewing a carved head and other petroglyphs on the side of a cliff. The caption says it is a view of a natural gallery, one hundred feet long, and ten feet wide near Descanso Bay    Caption on image: Vista de una galeria natural, ce cien pies de largo y diez de ancho, en la inmediacion del puerto del Descanso, en el estrecho de Juan de Fuca    Image from Alessandro Malaspina's Viaje politico-cientifico alrededor del mundo, 1885, f.p. 200",Engravings; Rock art--British Columbia--Gabriola Island--Descanso Bay; Indians of North America--British Columbia--Gabriola Island--Arts & crafts; Descanso Bay (B.C.); Gabriola Island (B.C.),British Columbia--Gabriola Island--Descanso Bay,photograph; image,,NA3958,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2139,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,4/15/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2139,2139,NA3958.jpg,/loc/image/NA3958.jpg
"Haida dwelling on Hippa Island, British Columbia, in engraving made 1787",,,,"Dixon, George, d. 1800?",1854/1961,,1787,"Photograph of engraving of sailing vessel and canoe in front of a small island; on side of island is a wooden structure with wooden braces.     Caption on image: A view of Hippa Island, Queen Charlottes Isles. Publish'd as the act directs by Capt. Dixon Jan'y 7th 1739    Image from William Beresford's A voyage round the world; ed., George Dixon, 1789, f.p. 204",Engravings; Haida Indians--Structures; Haida Indians--Transportation; Canoes; Hippa Island (B.C.); Queen Charlotte Islands (B.C.),British Columbia--Hippa Island,photograph; image,,NA3936,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2140,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2140,2140,NA3936.jpg,/loc/image/NA3936.jpg
"Nootka Chiefs Callicum and Maquinna, Nootka Sound, British Columbia, in engraving made 1788",,,,"Stothard, T.",1854/1961,,1788,"Photograph of engraving of two men clasping hands, in front of shore with masted vessel & rowboat. The men wear tunics fastened at shoulder, earrings & bracelets; man on left has conical hat. Maquinna also in NA3887    Caption on image: Callicum and Maquilla [sic]. Chiefs of Nootka Sound.    Image from John Meare's Voyages made in the years 1788 and 1789, from China to the north west coast of America, 1790, p. 108    Note from unidentified source: Stothard not on voyage; from drawing by unknown artist","Callicum, Nootka chief; Maquinna, Nootka chief; Engravings; Nootka Indians--Clothing & dress; Nootka Sound (B.C.)",British Columbia--Nootka Sound,photograph; image,,NA3960,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2141,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2141,2141,NA3960.jpg,/loc/image/NA3960.jpg
"Nootka canoes greet a British sailing ship, Strait of Juan de Fuca, British Columbia, in engraving made 1788",,,,"Stothard, T.",1854/1961,,1788,"Photograph of engraving of seven canoes filled with men encircling a sailing ship flying the British flag    Image from John Meare's Voyages made in the years 1788 and 1789. Atlas, 1797, pl.7    Note from unidentified source: Stothard not on voyage; from drawing by unknown artist","Engravings; Nootka Indians--Transportation; Canoes; Juan de Fuca, Strait of (B.C. and Wash.)","British Columbia--Juan de Fuca, Strait of",photograph; image,,NA3959,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2142,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,4/15/2022,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2142,2142,NA3959.jpg,/loc/image/NA3959.jpg
"Kalapuya burial ground, Willamette Valley, Oregon, in engraving made 1841",,,,"Agate, A. T.",1854/1961,,1841,"Photograph of engraving of skull, markers and pots, digging sticks and other utensils.    Caption on image: Drawn by A. T. Agate. Indian burial place, Oregon    Image from Charles Wilkes' Narrative of the U. S. Exploring Expedition, 1845, vol. 4, f.p.219    Note from unidentified source: In the Willamette Valley",Engravings; Kalapuya Indians--Monuments; Tombs & sepulchral monuments--Oregon; United States Exploring Expedition (1838-1842),United States--Oregon--Astoria,photograph; image,,NA4004,American Indians of the Pacific Northwest Images,,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=2143,Image/JPEG,StillImage,Special Collections,,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/2143,2143,NA4004.jpg,/loc/image/NA4004.jpg
