Title	Author	Publisher	Place of Publication	Date-EDTF	Date of Publication	Dates	Notes	Subjects	Geographical Subjects	Object Type	Original Source	Contributor	Repository	Acquisition	Rights URI	Restrictions	Relation	Transmission Data	Institution	Cataloging	Type-DCMI	Digital Collection	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Executive orders , establishing, enlarging, or reducing indian reservations, also restoring certain Indian reservations to the public domain, from May 14, 1855, to October 29, 1878 -- Idaho: Coeur d'Alene Reserve	Grant, Ulysses S.  (Ulysses Simpson),  1822-1885	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1878		Executive Mansion, November 8, 1873&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Indian reservations--Boundaries; Indian reservations--Law and legislation; Skitswish Indians	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior, for the Year 1878, p. 250	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/723	723	723.cpd	/lctext/image/723.cpd
Executive orders , establishing, enlarging, or reducing indian reservations, also restoring certain Indian reservations to the public domain, from May 14, 1855, to October 29, 1878 -- Washington Territory: Colville Reserve	Walker, Francis A.&lt;BR&gt;Cowen, B. R.&lt;BR&gt;Grant, Ulysses S.  (Ulysses Simpson),  1822-1885	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1878		Dept. of the Interior; Executive Mansion, Washington, 1872&lt;BR&gt;Letters and executive orders regarding Colville Reservation&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Pend d'Oreille Indians, Methow Indians, Lake Indians	Spokane Indians; Sanpoil Indians; Okanagan Indians; Colville Indians; Kalispel Indians; Skitswish Indians; Indian reservations--Boundaries	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior, for the Year 1878, p. 272-273	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/731	731	731.cpd	/lctext/image/731.cpd
Report of Colville Agency	Simms, John A.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1879		Colville Agency, Fort Colville, Washington, August 1, 1879&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Indians of North America--Land tenure; Indians of North America--Legal status, laws, etc.; Farms--Equipment and supplies; Agricultural implements; Boarding schools; Schools; Catholic Church--Missions; Missionaries; Skitswish Indians; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1879, p. 140-141	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/756	756	756.cpd	/lctext/image/756.cpd
Report of Colville Agency	O'Neill, James	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1879		Colville Indian Agency, Washington, Che-we-lah, July 26, 1879&lt;BR&gt;Report to John A. Simms, Indian Agent, Colville Indian Agency, Washington&lt;BR&gt;Alternative tribal name forms: Lake Indians, Coeur d'Alene Indians	Colville Indians; Spokane Indians; Sanpoil Indians; Okanagan Indians; Skitswish Indians; Farms; Indian children; Indians of North America--Agriculture; Indians of North America--Commerce	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1879, p. 141-144	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/757	757	757.cpd	/lctext/image/757.cpd
Report of Colville agent	Simms, John A.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1880		Office United States Indian Agent, Colville Indian Agency, Washington, August 18, 1880&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lake Indians, Methow Indians, Pend d'Oreille Indians	Indians of North America--Population; Indians of North America--Land tenure; Indians of North America--Relocation; Indians of North America--Alcohol use; Kalispel Indians; Spokane Indians; Colville Indians; Sanpoil Indians; Okanagan Indians; Skitswish Indians; Farms--Equipment and supplies; Boarding schools; Vocational education; Jesuits--Missions; Public buildings; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1880, p. 153-154	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/775	775	775.cpd	/lctext/image/775.cpd
Report of Coeur d'Alene agent	O'Neill, James	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1880		Coeur d'Alene Reservation, Colville Indian Agency, August 6, 1880&lt;BR&gt;Report to John A. Simms, United States Indian Agent, Colville Agency&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Farms; Sawmills; Public buildings; Logging; Indians of North America--Agriculture	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1880, p. 154-155	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/776	776	776.cpd	/lctext/image/776.cpd
Report of Colville agent	Simms, John A.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1881		Office United States Indian Agent, Colville Agency, Washington Territory, August 18, 1881&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Spokane Indians; Indian reservations--Boundaries; Indians of North America--Census; Indian reservations--Employees; Indians of North America--Cultural assimilation; Indians of North America--Economic conditions; Skitswish Indians; Indian reservations--Surveys; Schools; Indians of North America--Education; Missionaries; Jesuits--Missions; I dians of North America--Religion; Nespelim Indians; Sanpoil Indians; Indians of North America--Agriculture; Indians of North America--Land tenure	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs for the Year 1881, p. 158-160	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/794	794	794.cpd	/lctext/image/794.cpd
Report of resident farmer, Colville Agency	O'Neill, James	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1881		Colville Indian Agency, Coeur d'Alene Reservation, August 16, 1881&lt;BR&gt;Report to John A. Simms, Indian Agent&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Agricultural implements; Farms; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs for the Year 1881, p. 161	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/797	797	797.cpd	/lctext/image/797.cpd
Report of Colville agent	Simms, John A.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1882		Colville Indian Agency, Washington, August 31, 1882&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lakes Indians, Methow Indians	Indians of North America--Economic conditions; Indians of North America--Education; Indians of North America--Relocation; Skitswish Indians; Indians of North America--Agriculture; Indians of North America--Land tenure; Murder; Crime; Boarding schools; Vocational education; Schools; Catholic Church--Missions; Jesuits--Missions; Church work with Indians; Criminal justice, Administration of; Colville Indians; Spokane Indians; Okanagan Indians; Sanpoil Indians; Kalispel Indians; Indian allotments	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1882, p. 152-154	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/815	815	815.cpd	/lctext/image/815.cpd
Report of resident farmer at Coeur d'Alene agency	O'Neill, James	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1882		Coeur d'Alene Reservation, August 24, 1882&lt;BR&gt;Report to John A. Simms, Indian Agent, Colville Agency&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Farms; Agricultural implements; Trespass; Indians of North America--Agriculture	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1882, p. 154	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/816	816	816.cpd	/lctext/image/816.cpd
Report of Colville agent	Simms, John A.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1883		Colville Indian Agency, Washington Territory, August 15, 1883&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lakes Indians, Methow Indians	Colville Indians; Sanpoil Indians; Spokane Indians; Kalispel Indians; Skitswish Indians; Okanagan Indians; Indians of North America--Treaties; Indians of North America--Relocation; Indians of North America--Population; Indians of North America--Education; Indians of North America--Cultural assimilation; Public buildings; Indian reservations--Appropriations and expenditures; Trespass; Crop losses; Boarding schools; Missionaries; Church work with Indians; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1883, p. 141-143	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/835	835	835.cpd	/lctext/image/835.cpd
Report of Colville agent	Waters, Sidney D.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1884		Colville Indian Agency, Washington Territory, August 12, 1884&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lakes Indians, Methow Indians	Spokane Indians; Okanagan Indians; Sanpoil Indians; Nespelim Indians; Colville Indians; Kalispel Indians; Skitswish Indians; Mines and mineral resources; Miners; Trespass; Crime; Indians of North America--Gambling; Horse racing; Land settlement; Catholic Church--Missions; Schools; Missionaries; Church work with Indians; Indians of North America--Land tenure; Indians of North America--Cultural assimilation; Indians of North America--Health and hygiene; Indians of North America--Education; Indians of North America--Agriculture; Indians of North America--Relocation; Indians of North America--Social conditions	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1884, p. 158-161	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/855	855	855.cpd	/lctext/image/855.cpd
Report of farmer at Coeur d'Alene agency	O'Neill, James	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1884		Colville Indian Agency, Washington Territory, July 26, 1884&lt;BR&gt;Report to Sidney D. Waters, Indian Agent&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Farms; Indians of North America--Agriculture	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1884, p. 161-162	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/856	856	856.cpd	/lctext/image/856.cpd
Report of Colville agent	Waters, Sidney D.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1885		Colville Indian Agency, Washington, August 12, 1885&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Lakes Indians, Coeur d'Alene Indians, Pend d'Oreille Indians	Colville Indians; Kalispel Indians; Nespelim Indians; Sanpoil Indians; Okanagan Indians; Spokane Indians; Skitswish Indians; Sinkiuse-Columbia Indians; Moses, Chief,  ca. 1829-1899; Indians of North America--Land tenure; Indians of North America--Agriculture; Indians of North America--Alcohol use; Indians of North America--Education; Indians of North America--Health and hygiene; Indians of North America--Relocation; Missionaries; Indian reservations--Employees; Indian allotments; Catholic Church--Missions; Christian education; Indians of North America--Gambling; Crime; Nez Perce Indians	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1885, p. 183-186	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/878	878	878.cpd	/lctext/image/878.cpd
Report of Colville agent	Moore, Benjamin P.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1886		Colville Indian Agency, Washington Territory, August 12, 1886&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lakes Indians, Methow Indians, Moses Indians	Skitswish Indians; Colville Indians--Treaties; Spokane Indians; Okanagan Indians; Nespelim Indians; Sanpoil Indians; Indians of North America--Social conditions; Sinkiuse-Columbia Indians--Treaties; Kalispel Indians; Joseph,  Nez Perce Chief,  1840-1904; Moses, Chief,  ca. 1829-1899; Crime; Criminal justice, Administration of; Farms; Whiskey industry; Murder; Schools; Trade schools; Catholic Church--Missions; Jesuits--Missions; Public buildings; Vocational education; Indians of North America--Agriculture; Indians of North America--Alcohol use; Indians of North America--Education; Indians of North America--Economic conditions; Indians of North America--Health and hygiene; Indians of North America--Land tenure; Nez Perce Indians	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1886, p. 231-235	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/900	900	900.cpd	/lctext/image/900.cpd
Executive orders relating to Indian reserves -- Idaho	Taylor, N. G.&lt;BR&gt;Wilson, Joseph S.&lt;BR&gt;Otto, W. T.&lt;BR&gt;Johnson, Andrew,  1808-1875&lt;BR&gt;Grant, Ulysses S.  (Ulysses Simpson),  1822-1885	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1886		Three letters from 1867 and executive orders from 1867 and 1873 regarding Coeur d'Alene Reservation&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Indian reservations--Law and legislation; Indian reservations--Boundaries	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1886, p. 323-325	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/906	906	906.cpd	/lctext/image/906.cpd
Report of Colville agent	Gwydir, Rickard D.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1887		Colville Indian Agency, Washington, August 31, 1887&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Methow Indians, Lakes Indians	Public buildings; Schools; Indian children; Jesuits--Missions; Catholic Church--Missions; Skitswish Indians; Sanpoil Indians; Nespelim Indians; Nez Perce Indians; Joseph,  Nez Perce Chief,  1840-1904; Moses, Chief,  ca. 1829-1899; Skolaskin,  ca. 1839-1922; Sinkiuse-Columbia Indians; Spokane Indians; Colville Indians; Okanagan Indians; Missionaries; Race relations; Whiskey industry; Indians of North America--Agriculture; Indians of North America--Alcohol use; Indians of North America--Domestic animals; Indians of North America--Legal status, laws, etc.; Indians of North America--Health and hygiene; Indians of North America--Social conditions; Indians of North America--Population; Indians of North America--Education; Indian students	United States--Washington (State)--Colville Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior for the Year 1887, p. 204-209	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/921	921	921.cpd	/lctext/image/921.cpd
Report of Colville Agency	Gwyder, Rickard D.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1888		Colville Indian Agency, Washington, August 31, 1888&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Criminal justice, Administration of; Spokane Indians; Sanpoil Indians; Okanagan Indians; Colville Indians; Sinkiuse-Columbia Indians; Moses, Chief,  ca. 1829-1899; Indians of North America--Cultural assimilation; Joseph,  Nez Perce Chief,  1840-1904; Skitswish Indians; Schools; Indian courts; Indian police; Jesuits--Missions; Catholic Church--Missions; Missionaries; Whiskey industry; Indians of North America--Agriculture; Indians of North America--Alcohol use; Indians of North America--Health and hygiene; Indians of North America--Social life and customs; Nez Perce Indians	United States--Washington (State)--Colville Indian Reservation	text; report	Fifty-Seventh Annual Report of the Commissioner of Indian Affairs.  To the Secretary of the Interior.  1888, p. 221-224	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/938	938	938.cpd	/lctext/image/938.cpd
Indian Legislation -- An Act granting to the Washington and Idaho Railroad Company the right of way through the Coeur d'Alene Indian Reservation	author not named	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1888		Alternative tribal name forms: Coeur d'Alene Indians	Railroads--Right of way; Washington and Idaho Railroad Company; Indian reservations--Law and legislation; Skitswish Indians; Indians of North America--Land tenure	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Fifty-Seventh Annual Report of the Commissioner of Indian Affairs.  To the Secretary of the Interior.  1888, p. 323-324	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/945	945	945.cpd	/lctext/image/945.cpd
Report of the Commissioner of Indian Affairs	Morgan, T. J.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1889		Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Indians of North America--Land tenure; Indian reservations--Law and legislation; Public domain	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Fifty-Eighth Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1889, p. 21-22	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/948	948	948.cpd	/lctext/image/948.cpd
Report of the Commissioner of Indian Affairs	Morgan, T. J.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1889		Alternative tribal name forms: Coeur d'Alene Indians	Railroads--Right of way; Indian reservations--Law and legislation; Skitswish Indians; Indians of North America--Land tenure; Yakama Indians; Washington and Idaho Railroad Company; Northern Pacific Railroad Company; Newport and Kings Valley Railroad Company	United States--Idaho--Coeur d'Alene Indian Reservation&lt;BR&gt;United States--Oregon--Siletz Indian Reservation&lt;BR&gt;United States--Washington (State)--Yakama Indian Reservation	text; report	Fifty-Eighth Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1889, p. 37-41	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/950	950	950.cpd	/lctext/image/950.cpd
